Fid,Trans_Date,CC_No,CC_type,Trans_Type,Amount,Firstname,Lastname,Gender,Age,lat,lon,Transid,Label,results
10.42.0.151-52.84.145.171-55522-443-6,03-02-22,3600000000000000.0,Single Currency Card,home,193.011166,David,Everett,Male,60,41.0001,-78.2357,655000,0,0
10.42.0.211-10.42.0.1-45690-53-17,06-03-23,4380000000000.0,EaseMyTrip,travel,6042.391629,John,Robertson,Male,67,39.9347,-86.1633,622500,1,1
10.42.0.211-10.42.0.1-53536-53-17,29-07-22,3550000000000000.0,First Wealth Credit Card ,kids_pets,95.342224,Jerry,Robinson,Male,50,44.5232,-86.2061,380000,0,0
203.205.179.170-10.42.0.151-80-54757-6,29-07-22,6010000000000000.0,Elite Credit Card,health_fitness,288.90362799999997,Gary,Barnes,Male,57,33.3398,-92.7442,648360,1,1
172.217.11.10-10.42.0.151-443-56191-6,21-09-21,4840000000000000.0,Dynamic Currency Conversion,entertainment,312.343947,Phillip,Robertson,Male,73,39.013000000000005,-86.5457,432000,0,0
183.3.235.80-10.42.0.211-80-46927-6,20-01-21,3600000000000000.0,Single Currency Card,entertainment,2827.997525,David,Everett,Male,56,41.0001,-78.2357,1050000,1,1
10.42.0.211-10.42.0.1-29338-53-17,02-02-22,4600000000000.0,EaseMyTrip,home,1058.128452,Mark,Rivera,Male,76,30.0041,-95.2825,353250,0,0
10.42.0.211-10.42.0.1-51048-53-17,16-01-23,3550000000000000.0,Dynamic Currency Conversion,personal_care,362.838185,Kayla,Obrien,Female,57,31.6591,-96.8094,1000000,0,0
162.208.22.39-10.42.0.151-443-34085-6,15-01-21,3510000000000000.0,Single Currency Card,travel,721.798576,James,Cooper,Male,77,34.7789,-86.5438,320000,0,0
10.42.0.211-10.42.0.1-1379-53-17,17-12-22,6010000000000000.0,EaseMyTrip,shopping_pos,1177.149934,Tammy,Ayers,Female,79,41.2419,-81.7453,349900,0,0
219.142.78.162-10.42.0.151-80-54612-6,05-04-22,38100000000000.0,Dynamic Currency Conversion,food_dining,208.298424,Anna,Logan,Female,75,30.33,-95.0202,330000,0,0
209.10.120.26-10.42.0.211-80-51150-6,07-05-22,4640000000000000.0,Single Currency Card,home,616.0058389999999,Sabrina,Johnson,Female,62,38.9999,-109.615,408000,1,1
172.217.10.136-10.42.0.42-443-58239-6,08-02-21,630000000000.0,EaseMyTrip,personal_care,86.102479,Susan,Washington,Female,71,31.9571,-98.9656,321000,1,1
172.217.12.162-10.42.0.42-443-57923-6,21-11-22,2720000000000000.0,First Wealth Credit Card ,kids_pets,1972.526015,Joseph,Murray,Male,54,43.3526,-102.5411,1051000,0,0
172.217.10.141-10.42.0.151-443-58928-6,10-08-22,4450000000000000.0,Elite Credit Card,personal_care,243.199498,Donna,Davis,Female,79,34.5906,-95.38,2150000,0,0
10.42.0.211-10.42.0.1-41402-53-17,28-08-22,180000000000000.0,Dynamic Currency Conversion,personal_care,241.894073,Charles,Robles,Male,51,27.7898,-82.7243,359000,0,0
10.42.0.211-64.71.142.120-53882-443-6,20-03-21,4.99e+18,Single Currency Card,home,1747.037345,Benjamin,Kim,Male,42,41.173,-89.2187,300000,1,1
172.217.10.10-10.42.0.42-443-42708-6,30-07-22,6010000000000000.0,EaseMyTrip,food_dining,167.219681,Terri,Bailey,Female,45,37.6787,-122.478,380000,1,1
10.42.0.211-10.42.0.1-31666-53-17,03-03-21,4450000000000000.0,Dynamic Currency Conversion,food_dining,193.171404,Joseph,Davis,Male,57,34.5444,-102.1069,660000,1,1
10.42.0.211-123.125.29.220-40670-80-6,05-01-21,4250000000000.0,Dynamic Currency Conversion,kids_pets,347.641073,Judith,Moss,Female,79,39.537,-83.455,355000,1,1
175.100.207.231-10.42.0.42-443-54985-6,02-06-22,4680000000000.0,Single Currency Card,misc_pos,43.452683,Joseph,Gonzalez,Male,73,35.8596,-86.421,259000,1,1
10.42.0.211-52.52.43.76-44577-443-6,25-03-21,630000000000.0,EaseMyTrip,kids_pets,461.36562599999996,Rachel,Daniels,Female,68,46.3535,-86.6345,353000,0,0
10.42.0.211-74.6.105.13-36224-443-6,28-04-22,4900000000000000.0,EaseMyTrip,kids_pets,3192.3060179999998,Lisa,Lowe,Female,71,41.8467,-74.1038,430000,1,1
172.217.12.206-10.42.0.151-443-34075-6,13-09-21,180000000000000.0,Dynamic Currency Conversion,personal_care,408.799147,Craig,Dunn,Male,35,41.2153,-90.9879,460000,0,0
10.42.0.211-23.23.129.231-43097-443-6,17-07-22,4520000000000000.0,EaseMyTrip,shopping_net,312.343947,Christopher,Gregory,Male,76,27.5517,-81.8074,80000,0,0
10.42.0.151-63.250.200.63-32853-443-6,08-05-21,582000000000.0,Dynamic Currency Conversion,home,1739.74883,Michael,Vargas,Male,81,32.2819,-98.5673,782000,0,0
172.217.12.131-10.42.0.151-443-55427-6,30-10-21,630000000000.0,Single Currency Card,health_fitness,186.230835,George,Floyd,Male,69,36.5422,-88.3319,218000,1,1
10.42.0.42-111.202.114.77-53158-443-6,19-01-23,2280000000000000.0,EaseMyTrip,personal_care,189.036967,Shannon,Williams,Female,69,34.077,-84.3033,325000,0,0
172.217.3.98-10.42.0.42-443-51947-6,29-04-21,4950000000000000.0,Dynamic Currency Conversion,misc_net,303.361632,Kimberly,Miller,Female,65,37.9943,-88.9417,980000,1,1
216.58.219.226-10.42.0.211-443-47075-6,29-09-21,4630000000000000.0,Single Currency Card,home,312.343947,Mackenzie,Smith,Female,69,41.6414,-96.5232,902000,0,0
10.42.0.211-10.42.0.1-23193-53-17,10-05-22,3560000000000000.0,EaseMyTrip,misc_pos,931.618475,Jose,Vasquez,Male,61,29.0393,-95.4401,556000,0,0
172.217.10.10-10.42.0.42-443-46171-6,08-05-21,345000000000000.0,First Wealth Credit Card ,kids_pets,312.343947,Justin,Fowler,Male,56,33.9215,-89.6782,662990,0,0
10.42.0.211-10.42.0.1-33669-53-17,03-04-21,3520000000000000.0,Elite Credit Card,entertainment,136.827952,Michael,Jones,Male,51,40.4731,-80.9596,225000,1,1
172.217.9.234-10.42.0.211-443-60379-6,27-03-22,3590000000000000.0,Dynamic Currency Conversion,kids_pets,197.63855800000002,Paula,Estrada,Female,76,43.7557,-97.5936,439950,1,1
172.217.10.74-10.42.0.42-443-43216-6,08-08-22,213000000000000.0,Single Currency Card,home,374.595505,Andrea,Perkins,Female,79,41.8117,-79.2643,175000,1,1
172.217.12.206-10.42.0.151-443-48701-6,05-01-21,6530000000000000.0,EaseMyTrip,personal_care,693.894717,Nathan,Stewart,Male,60,40.2878,-74.0162,306000,1,1
10.42.0.1-10.42.0.42-53-16672-17,01-02-22,3560000000000000.0,Dynamic Currency Conversion,entertainment,312.343947,Jose,Vasquez,Male,54,29.0393,-95.4401,235000,1,1
222.73.28.96-10.42.0.42-80-43467-6,09-03-21,4050000000000000.0,Dynamic Currency Conversion,travel,286.299328,Cheryl,Melton,Female,49,41.36600000000001,-98.0054,399500,0,0
10.42.0.211-10.42.0.1-23166-53-17,16-10-22,6010000000000000.0,Single Currency Card,shopping_pos,55.79974,Tammy,Ayers,Female,38,41.2419,-81.7453,478000,1,1
10.42.0.211-10.42.0.1-57946-53-17,09-01-22,3550000000000000.0,EaseMyTrip,shopping_pos,312.343947,Sara,Harris,Female,64,44.232,-74.4905,515000,0,0
172.217.12.131-10.42.0.211-80-55423-6,17-09-22,2610000000000000.0,First Wealth Credit Card ,food_dining,24.815878,Tanya,Dickerson,Female,31,36.2416,-86.6117,550000,0,0
10.42.0.211-123.125.46.161-49628-80-6,30-11-21,6010000000000000.0,Elite Credit Card,personal_care,1755.253802,Gary,Barnes,Male,54,33.3398,-92.7442,149000,0,0
172.217.11.46-10.42.0.151-443-52913-6,27-09-22,6010000000000000.0,EaseMyTrip,kids_pets,1431.2011710000002,Joshua,Cohen,Male,52,44.2541,-68.5565,526000,1,1
172.217.10.33-10.42.0.42-443-43726-6,06-04-21,4510000000000000.0,Dynamic Currency Conversion,personal_care,1825.1765030000001,Janet,Carpenter,Female,49,41.4247,-105.4781,527550,0,0
10.42.0.211-10.42.0.1-17978-53-17,12-11-21,343000000000000.0,Single Currency Card,home,187.046284,Kayla,Jones,Female,62,42.0158,-73.2913,1050000,1,1
172.217.10.46-10.42.0.151-443-38002-6,16-11-21,36200000000000.0,EaseMyTrip,home,182.429461,Erik,Stevens,Male,56,28.1762,-81.9591,625000,0,0
10.42.0.211-63.250.200.101-39522-443-6,12-04-22,4510000000000000.0,Dynamic Currency Conversion,entertainment,762.682834,Monica,West,Female,79,43.2893,-97.1904,950000,1,1
172.217.6.206-10.42.0.151-443-45231-6,28-04-21,30400000000000.0,Single Currency Card,misc_pos,3463.1749619999996,Felicia,Thomas,Female,33,33.8396,-96.3648,377691,0,0
172.217.10.65-10.42.0.211-443-46234-6,15-09-21,5000000000000000.0,EaseMyTrip,food_dining,68.725483,Mary,Pruitt,Female,78,38.9621,-94.5959,648475,1,1
172.217.3.99-10.42.0.151-443-56332-6,28-03-21,630000000000.0,First Wealth Credit Card ,shopping_pos,313.052687,Jennifer,Black,Female,71,39.1505,-79.503,383000,1,1
239.255.255.250-10.42.0.1-1900-53779-17,15-04-21,30400000000000.0,Elite Credit Card,kids_pets,169.78292,Samuel,Sandoval,Male,68,35.8896,-96.0887,535000,0,0
172.217.10.138-10.42.0.42-443-33955-6,10-01-23,4.22e+18,Dynamic Currency Conversion,travel,2557.0445760000002,Adam,Riddle,Male,57,39.0965,-84.6431,449950,1,1
172.217.10.106-10.42.0.211-443-48854-6,26-02-21,213000000000000.0,Single Currency Card,personal_care,2925.275522,Craig,Franco,Male,76,40.4855,-90.2856,465425,0,0
205.185.216.42-10.42.0.151-80-52973-6,09-03-21,6010000000000000.0,EaseMyTrip,shopping_pos,29.700051000000002,Ashley,Whitney,Female,74,32.5104,-86.8138,675000,0,0
172.217.6.206-10.42.0.211-80-50287-6,29-07-22,676000000000.0,Dynamic Currency Conversion,food_dining,808.217224,Vicki,Mendoza,Female,64,39.7562,-98.4462,599000,1,1
10.42.0.211-54.88.144.196-38839-443-6,05-04-21,6550000000000000.0,Dynamic Currency Conversion,entertainment,2391.987571,Harry,Mckee,Male,59,26.9379,-82.2388,416000,1,1
10.42.0.151-10.42.0.1-50344-53-17,30-09-22,4920000000000000.0,Single Currency Card,health_fitness,1887.4135170000002,Heather,Chase,Female,57,40.3359,-79.6607,595000,0,0
10.42.0.151-106.39.162.36-53606-80-6,23-08-21,6010000000000000.0,EaseMyTrip,kids_pets,59.04439,William,Johnson,Male,70,43.1699,-72.8515,200000,1,1
209.85.144.188-10.42.0.151-5228-33899-6,14-01-21,213000000000000.0,First Wealth Credit Card ,travel,1731.5493850000003,Monica,Lane,Female,63,44.6084,-70.6993,402000,0,0
10.42.0.211-115.239.210.141-55141-80-6,28-07-21,30100000000000.0,Elite Credit Card,health_fitness,941.496383,Kelsey,Richards,Female,62,37.9931,-100.9893,433000,1,1
202.77.129.185-10.42.0.42-80-41417-6,08-07-21,4160000000000.0,Dynamic Currency Conversion,entertainment,647.20869,Alicia,Miller,Female,62,44.5274,-93.0196,275000,0,0
10.42.0.211-123.125.29.220-52319-80-6,31-03-21,572000000000.0,Single Currency Card,kids_pets,217.027653,Susan,Mills,Female,67,38.2507,-85.7476,410000,1,1
10.42.0.211-106.11.94.21-33838-443-6,18-01-22,582000000000.0,EaseMyTrip,shopping_pos,48.659935,Larry,House,Male,45,41.5205,-80.0573,554820,0,0
10.42.0.211-47.93.77.222-38814-443-6,30-04-21,4.77e+18,Dynamic Currency Conversion,home,312.343947,Andrea,Cruz,Female,66,40.5553,-77.4001,1325000,0,0
173.194.204.188-10.42.0.211-5228-45709-6,01-08-21,4180000000000000.0,Single Currency Card,kids_pets,471.49677599999995,Jill,Flores,Female,42,41.9488,-86.4913,735000,0,0
174.35.73.135-10.42.0.211-80-45584-6,16-09-21,30200000000000.0,EaseMyTrip,kids_pets,75.515008,Raymond,Lloyd,Male,49,34.7031,-86.3068,607000,0,0
10.42.0.1-10.42.0.42-53-30353-17,04-01-23,378000000000000.0,Dynamic Currency Conversion,travel,2661.324808,Kimberly,Myers,Female,68,41.4682,-72.5751,549900,0,0
10.42.0.211-23.206.125.17-38337-80-6,07-09-22,6010000000000000.0,Single Currency Card,health_fitness,582.589765,Maria,Roy,Female,56,42.1001,-73.3611,258000,1,1
172.217.10.78-10.42.0.151-443-42696-6,11-05-21,4400000000000.0,EaseMyTrip,kids_pets,8517.258683,Scott,Cole,Male,50,36.2815,-115.1482,661254,1,1
10.42.0.211-10.42.0.1-49627-53-17,14-01-22,30600000000000.0,First Wealth Credit Card ,home,985.954762,Morgan,Smith,Female,30,35.1836,-81.4552,945000,0,0
172.217.10.232-10.42.0.211-443-38021-6,22-08-22,6010000000000000.0,Elite Credit Card,travel,99.401747,Emily,Hall,Female,68,38.8089,-78.7776,799950,0,0
10.42.0.151-10.42.0.1-10323-53-17,01-05-22,630000000000.0,Dynamic Currency Conversion,shopping_pos,1370.519926,Rachel,Daniels,Female,58,46.3535,-86.6345,132500,0,0
10.42.0.211-115.236.16.203-37391-443-6,19-01-23,4.8e+18,Single Currency Card,kids_pets,1824.6801309999998,Erica,Briggs,Female,53,38.8938,-86.5246,467100,1,1
10.42.0.1-10.42.0.42-53-55680-17,17-11-22,180000000000000.0,EaseMyTrip,health_fitness,104.857518,Sharon,Smith,Female,66,33.7467,-117.1721,1610000,1,1
10.42.0.151-10.42.0.1-33190-53-17,21-04-21,5000000000000000.0,Dynamic Currency Conversion,kids_pets,3868.70983,Mary,Pruitt,Female,63,38.9621,-94.5959,641000,1,1
10.42.0.211-104.193.88.109-54964-80-6,24-08-22,380000000000000.0,Dynamic Currency Conversion,food_dining,739.2248940000001,Frank,Key,Male,78,38.3039,-85.4834,350000,1,1
221.228.208.97-10.42.0.211-80-56259-6,11-07-22,6500000000000000.0,Single Currency Card,entertainment,25.537,Nathan,Byrd,Male,76,39.4584,-106.3851,335000,1,1
10.42.0.151-104.192.110.245-32844-443-6,24-02-23,36100000000000.0,EaseMyTrip,home,726.696049,Christopher,Horn,Male,50,37.2692,-82.9161,900000,0,0
10.42.0.211-123.125.29.138-55149-443-6,13-08-21,3530000000000000.0,Single Currency Card,food_dining,438.32401699999997,Megan,Bernard,Female,67,43.2237,-75.1612,440000,1,1
157.55.130.167-10.42.0.151-40019-60677-6,19-09-22,4600000000000000.0,EaseMyTrip,misc_pos,2733.317012,Mary,Williams,Female,51,38.0261,-97.6666,464600,0,0
174.35.73.136-10.42.0.211-443-53188-6,04-09-22,30300000000000.0,Dynamic Currency Conversion,shopping_pos,422.33109800000005,Lisa,Lin,Female,78,40.6761,-91.0391,1200000,0,0
10.42.0.151-10.42.0.1-43455-53-17,23-09-22,3600000000000000.0,Single Currency Card,shopping_pos,628.2110309999999,Ashley,Lopez,Female,71,40.6729,-73.5365,300000,0,0
182.22.67.88-10.42.0.151-443-57229-6,12-10-21,3520000000000000.0,EaseMyTrip,shopping_pos,1075.456585,Dorothy,Thomas,Female,66,39.1657,-84.23299999999999,670500,1,1
202.77.129.150-10.42.0.151-443-40086-6,30-01-21,4.79e+18,First Wealth Credit Card ,personal_care,312.343947,Margaret,Mendez,Female,35,38.9462,-94.9714,552000,0,0
10.42.0.42-125.39.133.40-32988-80-6,02-05-21,5540000000000000.0,Elite Credit Card,shopping_net,1774.5843329999998,Kenneth,Foster,Male,73,42.6911,-71.1605,244000,1,1
10.42.0.42-115.239.210.141-57179-80-6,03-03-22,30000000000000.0,Dynamic Currency Conversion,home,975.5040119999999,Curtis,Young,Male,56,42.1239,-79.1895,788600,0,0
10.42.0.1-10.42.0.42-53-46620-17,01-06-22,377000000000000.0,Single Currency Card,kids_pets,69.921472,Theresa,Blackwell,Female,77,39.3716,-77.8229,445000,1,1
10.42.0.211-113.108.216.233-51488-80-6,13-05-22,4.09e+18,EaseMyTrip,entertainment,1089.040271,Jeffrey,Vargas,Male,63,34.3091,-78.3372,530000,0,0
174.35.73.78-10.42.0.211-80-34868-6,08-10-22,4360000000000000.0,Dynamic Currency Conversion,kids_pets,312.343947,Gary,Martinez,Male,62,39.5483,-119.7957,90000,1,1
10.42.0.42-52.85.101.228-50837-443-6,27-03-22,3540000000000000.0,Dynamic Currency Conversion,kids_pets,169.879335,Steven,Yoder,Male,1,34.7437,-102.5064,585000,1,1
10.42.0.1-10.42.0.42-53-20161-17,09-10-22,4380000000000.0,Single Currency Card,food_dining,318.305326,John,Robertson,Male,1,39.9347,-86.1633,498000,0,0
172.217.10.98-10.42.0.151-443-51104-6,09-02-21,2510000000000000.0,EaseMyTrip,food_dining,213.36969399999998,John,Mccormick,Male,1,42.5164,-82.9832,379000,1,1
10.42.0.211-104.244.42.129-41635-443-6,30-01-23,4.65e+18,First Wealth Credit Card ,health_fitness,1328.897516,Julia,Bell,Female,47,40.732,-73.1,462000,0,0
10.42.0.211-10.42.0.1-54736-53-17,26-06-22,3580000000000000.0,Elite Credit Card,home,41.436595000000004,Beth,Lambert,Female,1,34.847,-98.9836,388000,0,0
10.42.0.151-47.89.68.241-40966-443-6,12-07-22,342000000000000.0,Dynamic Currency Conversion,shopping_net,236.61936200000002,Rebecca,Obrien,Female,50,33.1194,-83.8235,255000,1,1
137.116.195.37-10.42.0.42-443-43454-6,19-12-22,3510000000000000.0,Single Currency Card,entertainment,75.967742,Francisco,Kemp,Male,46,38.4305,-90.387,665000,1,1
172.217.10.14-10.42.0.211-443-54998-6,26-05-21,4380000000000000.0,EaseMyTrip,health_fitness,2501.560923,Nicholas,Mcmahon,Male,75,36.115,-84.0438,550000,0,0
172.217.6.206-10.42.0.211-443-51915-6,17-10-21,378000000000000.0,Dynamic Currency Conversion,home,1912.2985440000002,Christopher,Matthews,Male,69,38.5095,-78.2638,606000,1,1
172.217.7.195-10.42.0.151-443-42927-6,07-02-22,6590000000000000.0,EaseMyTrip,kids_pets,716.70488,Melissa,Meza,Female,73,26.7383,-80.27600000000001,334000,0,0
10.42.0.42-85.93.5.109-46177-80-6,06-09-21,3560000000000000.0,Dynamic Currency Conversion,kids_pets,1382.292833,Michael,Lee,Male,67,41.06399999999999,-72.3366,360000,1,1
10.42.0.151-23.217.155.120-34022-80-6,12-01-23,374000000000000.0,Single Currency Card,health_fitness,71.965063,Linda,Hurst,Female,34,47.1709,-100.7944,235000,0,0
10.42.0.211-104.254.66.16-55809-80-6,25-01-23,4170000000000000.0,EaseMyTrip,home,183.29825300000002,Samuel,Frey,Male,57,35.6665,-97.4798,580000,1,1
10.42.0.151-10.42.0.1-12122-53-17,21-06-22,6600000000000000.0,Dynamic Currency Conversion,health_fitness,1249.937085,Spencer,Williams,Male,58,44.9595,-93.8482,355000,0,0
10.42.0.211-54.192.37.226-37393-443-6,21-08-21,213000000000000.0,Single Currency Card,shopping_net,149.977816,Andrea,Perkins,Female,58,41.8117,-79.2643,375000,0,0
10.42.0.42-121.12.98.62-36307-80-6,03-08-22,6010000000000000.0,EaseMyTrip,home,75.595199,Jennifer,Gonzalez,Female,1,41.0539,-106.0763,372000,0,0
10.42.0.42-119.146.74.49-39515-443-6,24-11-21,213000000000000.0,First Wealth Credit Card ,shopping_net,229.65509100000003,Larry,Vaughan,Male,73,39.4558,-76.4147,479000,0,0
172.217.10.10-10.42.0.151-443-36046-6,17-10-21,344000000000000.0,Elite Credit Card,home,2216.638394,Jeffrey,Munoz,Male,56,44.8605,-85.8138,2000000,0,0
172.217.11.10-10.42.0.211-443-40910-6,22-01-21,6010000000000000.0,Dynamic Currency Conversion,entertainment,568.063083,Samuel,Johnston,Male,60,33.4629,-86.7904,1680000,1,1
203.205.144.184-10.42.0.151-80-40790-6,04-03-23,60416207185.0,Single Currency Card,personal_care,629.080506,Mary,Diaz,Female,1,43.0048,-108.8964,501000,1,1
10.42.0.211-66.198.24.253-53197-443-6,26-08-22,376000000000000.0,EaseMyTrip,kids_pets,655.633916,Aaron,Murray,Male,1,39.7795,-93.3014,245000,0,0
172.217.10.142-10.42.0.42-443-59032-6,14-06-21,568000000000.0,Dynamic Currency Conversion,shopping_net,1737.8938660000001,Dawn,Tucker,Female,1,29.7736,-95.4034,496700,0,0
172.217.12.131-10.42.0.151-443-32960-6,22-01-22,4.31e+18,Dynamic Currency Conversion,kids_pets,7256.951816,Julian,Price,Male,57,39.3764,-76.729,347000,0,0
172.217.12.202-10.42.0.211-443-57590-6,25-06-22,6010000000000000.0,Single Currency Card,misc_pos,312.343947,Emily,Hall,Female,65,38.8089,-78.7776,199000,1,1
205.204.101.182-10.42.0.211-443-41734-6,06-01-21,180000000000000.0,EaseMyTrip,entertainment,9952.672511,Becky,Mckinney,Female,1,30.7145,-88.0918,440500,1,1
157.56.52.40-10.42.0.151-40031-43477-17,06-01-23,3560000000000000.0,First Wealth Credit Card ,shopping_net,289.439818,Jose,Vasquez,Male,64,29.0393,-95.4401,820000,1,1
180.163.251.231-10.42.0.42-80-52077-6,21-04-22,3520000000000000.0,Elite Credit Card,entertainment,670.049653,Ashley,Cabrera,Female,1,27.633000000000003,-80.4031,325000,1,1
172.217.8.3-10.42.0.151-443-59173-6,16-10-22,2270000000000000.0,EaseMyTrip,travel,92.012927,Shannon,Patterson,Female,1,42.6835,-77.8664,195000,1,1
10.42.0.211-10.42.0.1-49480-53-17,30-08-22,30400000000000.0,Dynamic Currency Conversion,entertainment,608.3688599999999,Jennifer,Garcia,Female,73,41.1949,-89.4409,675000,0,0
174.35.73.98-10.42.0.42-80-59509-6,28-04-21,5000000000000000.0,Single Currency Card,personal_care,208.73456000000002,Kendra,King,Female,38,41.9404,-124.1587,295000,1,1
10.42.0.151-23.208.87.120-44267-80-6,06-02-22,4200000000000.0,EaseMyTrip,shopping_net,989.783286,Christie,Williamson,Female,1,41.4768,-95.3509,355300,0,0
209.85.232.188-10.42.0.211-5228-53200-6,12-08-21,346000000000000.0,Dynamic Currency Conversion,food_dining,193.36994199999998,Carol,Dillon,Female,54,38.4121,-75.2811,276000,0,0
174.35.73.97-10.42.0.211-80-54351-6,25-05-21,6010000000000000.0,Single Currency Card,entertainment,1971.129435,Lauren,Butler,Female,54,36.0557,-96.0602,460000,0,0
10.42.0.151-115.239.210.141-59873-80-6,20-02-21,3580000000000000.0,EaseMyTrip,home,1055.547896,Gregory,Wood,Male,62,41.0695,-81.5488,880000,1,1
203.205.158.44-10.42.0.151-80-39840-6,10-09-21,4.39e+18,First Wealth Credit Card ,health_fitness,86.245988,Kyle,Simmons,Male,58,35.6174,-97.5583,370000,0,0
10.42.0.211-65.55.118.92-47256-80-6,12-05-21,6010000000000000.0,Elite Credit Card,misc_pos,524.426392,Ashley,Whitney,Female,64,32.5104,-86.8138,346000,1,1
10.42.0.211-106.39.169.66-40671-80-6,14-06-22,4380000000000000.0,Dynamic Currency Conversion,home,312.343947,Travis,Hayes,Male,70,43.9742,-71.1503,172500,0,0
172.217.11.42-10.42.0.151-443-53487-6,14-10-21,3580000000000000.0,Single Currency Card,kids_pets,570.250342,Hannah,Knight,Female,53,38.1901,-85.7519,379950,1,1
10.42.0.42-118.123.114.134-54183-80-6,29-01-21,3560000000000000.0,EaseMyTrip,kids_pets,479.831475,Michael,Lee,Male,66,41.06399999999999,-72.3366,468000,0,0
